timestamp,open,high,low,close,volume
04/07/2014,2.448,3.458,2.4439,3.3,168544
04/08/2014,3.554,3.8960000000000004,3.4931,3.6289999999999996,136778
04/09/2014,3.72,3.72,3.1,3.2985,75169
04/10/2014,3.346,3.4939999999999998,3.0285,3.285,206098
04/11/2014,3.2039999999999997,3.293,3.045,3.085,114566
04/14/2014,3.04,3.04,2.6289999999999996,2.668,145161
04/15/2014,2.532,2.64,2.1605,2.344,98042
04/16/2014,2.372,2.88,2.33,2.88,49090
04/17/2014,2.9436,3.2123,2.9436,3.09,61836
04/21/2014,3.2680000000000002,3.605,3.194,3.3554,122909
04/22/2014,3.3492,3.3492,3.1076,3.1076,75437
04/23/2014,3.089,3.217,2.9897,3.0965,93683
04/24/2014,3.069,3.15,3.0410000000000004,3.07,28259
04/25/2014,3.112,3.14,2.988,3.0389999999999997,69438
04/28/2014,3.0789999999999997,3.0877,2.989,3.0263,66441
04/29/2014,3.062,3.077,3.0260000000000002,3.03,13424
04/30/2014,3.034,3.0389999999999997,2.909,2.94,31581
05/01/2014,2.9330000000000003,2.95,2.77,2.7884,47133
05/02/2014,2.765,2.9,2.765,2.858,14174
05/05/2014,2.9191,3.011,2.898,2.96,42664
05/06/2014,3.0,3.033,2.9634,2.99,58444
05/07/2014,2.991,3.0,2.888,2.907,38614
05/08/2014,2.946,2.958,2.89,2.8930000000000002,17433
05/09/2014,2.7859,2.7952,2.6180000000000003,2.736,34167
05/12/2014,2.745,2.75,2.585,2.6630000000000003,101256
05/13/2014,2.583,2.583,2.427,2.436,107426
05/14/2014,2.424,2.83,2.318,2.695,67619
05/15/2014,2.734,2.734,2.524,2.585,33714
05/16/2014,2.58,2.58,2.494,2.496,17347
05/20/2014,2.501,2.5074,2.41,2.484,33106
05/21/2014,2.488,2.5,2.423,2.425,7977
05/22/2014,2.44,2.44,2.3624,2.407,15029
05/23/2014,2.383,2.592,2.3776,2.5861,12856
05/27/2014,2.898,2.95,2.8569999999999998,2.9338,83718
05/28/2014,2.931,2.931,2.676,2.8291,70588
05/29/2014,2.8306,2.835,2.7030000000000003,2.7364,24093
