timestamp,open,high,low,close,volume
07/12/2016,0.166,0.1667,0.165,0.165,30000.0
07/15/2016,0.243,0.253,0.2289,0.24,97500.0
07/18/2016,0.237,0.237,0.237,0.237,635.0
07/20/2016,0.2732,0.2749,0.2712,0.2739,27500.0
07/21/2016,0.273,0.273,0.26899999999999996,0.26899999999999996,2750.0
07/25/2016,0.293,0.293,0.293,0.293,45000.0
07/28/2016,0.294,0.3207,0.294,0.3207,6000.0
07/29/2016,0.309,0.309,0.3,0.3,7090.0
08/02/2016,0.389,0.389,0.368,0.368,99457.0
08/03/2016,0.3535,0.387,0.3535,0.387,8910.0
08/04/2016,0.381,0.381,0.381,0.381,5400.0
08/05/2016,0.385,0.385,0.3814,0.3814,2052.0
08/08/2016,0.4198,0.4198,0.34700000000000003,0.34700000000000003,14803.0
08/09/2016,0.37799999999999995,0.37799999999999995,0.36700000000000005,0.36700000000000005,4000.0
08/15/2016,0.373,0.373,0.366,0.366,3000.0
08/16/2016,0.344,0.344,0.344,0.344,4500.0
08/18/2016,0.3476,0.3476,0.3476,0.3476,1000.0
08/19/2016,0.3437,0.3517,0.3397,0.3517,9650.0
08/23/2016,0.3659,0.3903,0.3659,0.3903,71267.0
08/24/2016,0.3511,0.3511,0.3511,0.3511,5000.0
08/26/2016,0.33,0.33,0.33,0.33,1470.0
08/29/2016,0.3357,0.3478,0.3198,0.3478,41698.0
08/30/2016,0.3552,0.358,0.3466,0.358,20699.0
08/31/2016,0.3593,0.3864,0.3485,0.3864,42500.0
09/01/2016,0.3799,0.3837,0.3761,0.3837,13100.0
09/02/2016,0.3825,0.3864,0.3825,0.3864,5000.0
09/06/2016,0.3894,0.395,0.386,0.38799999999999996,77998.0
09/07/2016,0.3839,0.39299999999999996,0.3839,0.39,21780.0
09/08/2016,0.3905,0.3905,0.3654,0.375,75995.0
09/09/2016,0.385,0.385,0.385,0.385,7000.0
09/12/2016,0.3833,0.41,0.3794,0.41,33909.0
09/13/2016,0.3901,0.3901,0.3901,0.3901,1000.0
09/14/2016,0.4055,0.4566,0.4055,0.4566,59000.0
09/15/2016,0.4748,0.506,0.4641,0.506,368299.0
09/16/2016,0.5839,0.6564,0.5836,0.6,65099.0
09/19/2016,0.6197,0.6313,0.5968,0.6,17166.0
09/20/2016,0.5988,0.6,0.5647,0.5708,37240.0
09/21/2016,0.586,0.59,0.586,0.586,4500.0
09/22/2016,0.6207,0.6229,0.6,0.607,14290.0
09/23/2016,0.6262,0.628,0.6095,0.6095,35435.0
09/26/2016,0.6046,0.619,0.6046,0.619,4170.0
09/27/2016,0.6,0.6,0.6,0.6,350.0
09/28/2016,0.603,0.6206,0.603,0.6197,15299.0
09/29/2016,0.6134,0.621,0.5981,0.5981,55163.0
09/30/2016,0.6533,0.7115,0.6533,0.6838,54125.0
10/03/2016,0.7114,0.7132,0.6801,0.7132,45238.0
10/04/2016,0.758,0.77,0.7458,0.748,57996.0
10/05/2016,0.764,0.9067,0.7637,0.9067,150907.0
10/06/2016,1.0301,1.0301,0.8190000000000001,0.838,143370.0
10/07/2016,0.8653,0.8928,0.7934,0.8628,40904.0
10/10/2016,0.84,0.84,0.84,0.84,1000.0
10/11/2016,0.9359,0.9772,0.9228,0.9535,63862.0
10/12/2016,0.9840000000000001,0.9840000000000001,0.9234,0.9473,5872.0
10/13/2016,0.9259999999999999,0.9268,0.8925,0.915,23412.0
10/14/2016,0.894,0.9155,0.894,0.9,14138.0
10/17/2016,0.8927,0.9237,0.8926,0.9118,14770.0
10/18/2016,0.9128,0.988,0.9128,0.9627,42240.0
10/19/2016,0.9494,0.9541,0.9118,0.9424,86915.0
10/20/2016,0.93,0.93,0.877,0.894,48209.0
10/21/2016,0.871,0.898,0.863,0.8875,9380.0
10/24/2016,0.89,0.914,0.89,0.909,47900.0
10/25/2016,0.9618,0.9618,0.894,0.8959999999999999,34766.0
10/26/2016,0.8836,0.9153,0.8773,0.899,42453.0
10/27/2016,0.9167,0.9433,0.9,0.9239,58472.0
10/28/2016,0.9208,0.93,0.9,0.9062,23636.0
10/31/2016,0.905,0.9079999999999999,0.8968,0.8968,43643.0
11/01/2016,0.919,0.919,0.89,0.9,14825.0
11/02/2016,0.8782,0.887,0.87,0.8759999999999999,44132.0
11/03/2016,0.865,0.865,0.7974,0.7974,77050.0
11/04/2016,0.7503,0.7809999999999999,0.6917,0.774,58352.0
11/07/2016,0.833,0.866,0.8273,0.848,243671.0
11/08/2016,0.872,0.872,0.8421,0.8531,52817.0
11/09/2016,0.823,0.8592,0.7977,0.8464,94715.0
11/10/2016,0.8640000000000001,0.8640000000000001,0.841,0.8478,21449.0
11/11/2016,0.87,0.8766,0.8447,0.8469,63155.0
11/14/2016,0.872,0.882,0.8234,0.8395,162052.0
11/15/2016,0.8227,1.1025,0.8227,1.0594,244510.0
11/16/2016,1.1735,1.422,0.8955,1.0082,178152.0
11/17/2016,1.107,1.2565,1.0903,1.0997,106228.0
11/18/2016,1.2121,1.35,1.2119,1.35,130277.0
11/21/2016,1.4204,1.5019999999999998,1.344,1.344,96796.0
11/22/2016,1.1991,1.1991,1.015,1.06,165443.0
11/23/2016,0.985,1.2122,0.985,1.2042,93977.0
11/25/2016,1.1967,1.2328,1.121,1.121,36100.0
11/28/2016,1.2032,1.2188,1.1518,1.2,23095.0
11/29/2016,1.2219,1.2294,1.1929,1.2009999999999998,36522.0
11/30/2016,1.1972,1.1972,1.1574,1.1806,14546.0
12/01/2016,1.252,1.3018,1.219,1.2502,42539.0
12/02/2016,1.2917,1.2986,1.2324,1.276,12349.0
12/05/2016,1.2830000000000001,1.2830000000000001,1.1883,1.2,24168.0
12/06/2016,1.1469,1.1469,1.0646,1.133,18541.0
12/07/2016,1.1326,1.2127,1.1326,1.1514,24627.0
12/08/2016,1.1431,1.1431,1.073,1.073,12451.0
12/09/2016,1.0886,1.1,1.0746,1.089,14761.0
12/12/2016,1.0862,1.092,1.0688,1.0916,27250.0
12/13/2016,1.2012,1.2012,1.1472,1.1778,11850.0
12/14/2016,1.2325,1.2325,1.1393,1.1393,90255.0
12/15/2016,1.1252,1.1540000000000001,1.11,1.1540000000000001,34174.0
12/16/2016,1.1694,1.1844,1.1343,1.179,10812.0
12/19/2016,1.1691,1.1691,1.085,1.085,16250.0
12/20/2016,1.077,1.0817,1.0070000000000001,1.0357,43500.0
12/21/2016,1.0543,1.07,1.0543,1.07,657.0
12/22/2016,1.03,1.0512,1.0190000000000001,1.0512,2950.0
12/23/2016,1.08,1.08,1.0087,1.0087,3500.0
12/27/2016,0.95,0.96,0.95,0.95,1900.0
12/28/2016,1.071,1.079,1.04,1.0671,27593.0
12/29/2016,1.0969,1.0974,1.0339,1.055,8541.0
12/30/2016,1.1,1.1028,1.0685,1.1028,7220.0
01/03/2017,1.1334,1.1543,1.1155,1.1543,84588.0
01/04/2017,1.1754,1.2104,1.1659,1.1908,41463.0
01/05/2017,1.2589,1.3182,1.2328,1.3182,189150.0
01/06/2017,1.3330000000000002,1.3395,1.2819,1.3255,287331.0
01/09/2017,1.3242,1.4032,1.3242,1.3949,86788.0
01/10/2017,1.4089,1.4269999999999998,1.382,1.3872,216859.0
01/11/2017,1.4251,1.43,1.3785,1.3848,78133.0
01/12/2017,1.4015,1.4166,1.3597,1.3673,42082.0
01/13/2017,1.3657,1.382,1.3497,1.3595,79977.0
01/17/2017,1.3841,1.391,1.361,1.389,35134.0
01/18/2017,1.3788,1.3980000000000001,1.3409,1.35,71899.0
01/19/2017,1.3355,1.3849,1.3355,1.3849,92250.0
01/20/2017,1.3525,1.3924,1.3525,1.36,119313.0
01/23/2017,1.36,1.4,1.36,1.3754,121207.0
01/24/2017,1.402,1.41,1.3797,1.3863,28400.0
01/25/2017,1.3973,1.4416,1.3973,1.4409,80146.0
01/26/2017,1.439,1.44,1.3847,1.3863,20535.0
01/27/2017,1.399,1.4,1.3631,1.3896,34424.0
01/30/2017,1.3976,1.3976,1.3441,1.3762,55007.0
01/31/2017,1.3718,1.3718,1.3316,1.3411,25243.0
02/01/2017,1.3296,1.3798,1.3266,1.3798,12315.0
02/02/2017,1.3806,1.4017,1.3723,1.3866,38274.0
02/03/2017,1.368,1.3869999999999998,1.368,1.385,15644.0
02/06/2017,1.3727,1.386,1.3527,1.3799,27286.0
02/07/2017,1.3793,1.42,1.3624,1.371,31850.0
02/08/2017,1.4,1.48,1.36,1.4777,72379.0
02/09/2017,1.5003,1.7015,1.4755,1.6473,282644.0
02/10/2017,1.6469,1.69,1.5643,1.6088,132341.0
02/13/2017,1.6444,1.9229,1.6218,1.8854,158293.0
02/14/2017,1.8812,1.9465,1.8059,1.9465,262340.0
02/15/2017,1.849,1.952,1.7656,1.8437,205097.0
02/16/2017,1.8811,2.0112,1.8493,1.9834,94603.0
02/17/2017,1.99,2.1921,1.99,2.1606,146840.0
02/21/2017,2.21,2.416,2.21,2.416,135748.0
02/22/2017,2.521,2.576,2.194,2.369,169530.0
02/23/2017,2.3397,2.3397,0.2929,2.1414,125458.0
02/24/2017,2.0119,2.31,1.99,2.2968,85707.0
02/27/2017,2.303,2.3562,2.2358,2.3231,34392.0
02/28/2017,2.3541,2.3704,2.29,2.29,17143.0
03/01/2017,2.36,2.4045,2.306,2.3956,80006.0
03/02/2017,2.49,2.5391,2.461,2.52,41449.0
03/03/2017,2.5324,2.555,2.4901,2.523,36482.0
03/06/2017,2.596,2.596,2.408,2.456,18506.0
03/07/2017,2.404,2.404,2.158,2.158,105987.0
03/08/2017,2.062,2.198,1.8038,2.1817,254639.0
03/09/2017,2.1067,2.2765,2.0768,2.15,53629.0
03/10/2017,2.1967,2.1967,2.114,2.1141,99345.0
03/13/2017,2.0923,2.1297,2.0407,2.0635,27584.0
03/14/2017,2.116,2.1404,2.0403,2.102,38029.0
03/15/2017,2.084,2.1547,2.069,2.069,37876.0
03/16/2017,2.0949,2.2357,2.0949,2.2283,31665.0
03/17/2017,2.248,2.2483,2.13,2.1447,38498.0
03/20/2017,2.1478,2.18,2.0236,2.026,74907.0
03/21/2017,2.0396,2.101,1.944,1.9580000000000002,77059.0
03/22/2017,1.9498,1.99,1.7912,1.9259,107522.0
03/23/2017,1.975,2.065,1.9457,1.9457,54742.0
03/24/2017,1.9942,1.9942,1.9348,1.954,53300.0
03/27/2017,2.12,2.1941,2.0466,2.1941,108477.0
03/28/2017,2.278,2.3676,2.134,2.1927,84858.0
03/29/2017,2.1681,2.187,2.1157,2.1495,33507.0
03/30/2017,2.145,2.145,2.06,2.0777,63612.0
03/31/2017,2.093,2.1390000000000002,2.0731,2.0905,25998.0
04/03/2017,2.0989,2.11,2.05,2.0862,45342.0
04/04/2017,2.0947,2.1065,2.05,2.0873,44943.0
04/05/2017,2.1321,2.2533,2.1321,2.239,70104.0
04/06/2017,2.222,2.29,2.193,2.2644,51903.0
04/07/2017,2.2836,2.381,2.2836,2.3454,159307.0
04/10/2017,2.4130000000000003,2.659,2.4079,2.57,238871.0
04/11/2017,2.614,2.64,2.2969999999999997,2.3584,93846.0
04/12/2017,2.452,2.474,2.3,2.4674,62336.0
04/13/2017,2.504,2.5044,2.291,2.3449,88920.0
04/17/2017,2.2996,2.3419,2.19,2.241,128854.0
04/18/2017,2.1801,2.21,2.05,2.148,122241.0
04/19/2017,2.1397,2.3053,2.1336,2.3053,78547.0
04/20/2017,2.3183,2.338,2.197,2.2174,56756.0
04/21/2017,2.2075,2.209,2.1581,2.1816,25488.0
04/24/2017,2.164,2.2103,2.126,2.134,58975.0
04/25/2017,2.1,2.1069999999999998,1.9911,2.0259,78722.0
04/26/2017,2.0071,2.0636,1.8840000000000001,1.9409999999999998,103896.0
04/27/2017,1.909,1.909,1.79,1.88,410780.0
04/28/2017,1.8659999999999999,1.9806,1.8651,1.974,77366.0
05/01/2017,1.9669999999999999,2.05,1.9654,2.044,34761.0
05/02/2017,2.069,2.0916,1.92,1.9569999999999999,88492.0
05/03/2017,1.9938,1.9965,1.8996,1.9283,93756.0
05/04/2017,1.8843,1.8891,1.8197,1.864,25600.0
05/05/2017,1.8419999999999999,1.8778,1.7990000000000002,1.7990000000000002,45140.0
05/08/2017,1.801,1.923,1.7532,1.7916,87040.0
05/09/2017,1.775,1.775,1.608,1.7368,112289.0
05/10/2017,1.7,1.7036,1.595,1.66,71614.0
05/11/2017,1.6052,1.8006,1.5758,1.7930000000000001,65398.0
05/12/2017,1.784,1.784,1.665,1.7123,66945.0
05/15/2017,1.726,1.75,1.7186,1.7186,8451.0
05/16/2017,1.76,1.76,1.6908,1.733,27424.0
05/17/2017,1.7219,1.7307,1.6443,1.6714,32684.0
05/18/2017,1.6269999999999998,1.712,1.6269999999999998,1.6561,13748.0
05/19/2017,1.629,1.7269999999999999,1.629,1.6615,16842.0
05/23/2017,1.719,1.824,1.68,1.7712,129721.0
05/24/2017,1.808,1.8225,1.7334,1.7458,28105.0
05/25/2017,1.7841,1.7841,1.6914,1.704,39685.0
05/26/2017,1.706,1.7502,1.696,1.73,15565.0
05/30/2017,1.7590000000000001,1.771,1.7,1.749,39996.0
05/31/2017,1.71,1.7469999999999999,1.675,1.7219,53350.0
06/01/2017,1.685,1.685,1.6538,1.6604,18250.0
06/02/2017,1.6476,1.6671,1.5727,1.5799,29035.0
06/05/2017,1.5894,1.621,1.3948,1.4258,152869.0
06/06/2017,1.4,1.4212,1.2309999999999999,1.2662,142146.0
06/07/2017,1.1988,1.327,1.1864,1.276,108566.0
06/08/2017,1.286,1.3221,1.1974,1.3088,16026.0
06/09/2017,1.2737,1.344,1.258,1.3189,17230.0
06/12/2017,1.351,1.39,1.3108,1.3361,22095.0
06/13/2017,1.3692,1.3692,1.3165,1.3165,47884.0
06/14/2017,1.3466,1.3571,1.3091,1.3091,32396.0
06/15/2017,1.306,1.3268,1.2769,1.2769,69712.0
06/16/2017,1.2944,1.31,1.273,1.29,10550.0
06/19/2017,1.31,1.3144,1.1982,1.3117,111265.0
06/20/2017,1.2863,1.2930000000000001,1.2409999999999999,1.256,29024.0
06/21/2017,1.2705,1.2808,1.2483,1.25,6537.0
06/22/2017,1.2979,1.357,1.2979,1.335,19826.0
06/23/2017,1.3394,1.3394,1.3035,1.3035,8212.0
06/26/2017,1.306,1.3434,1.305,1.32,8736.0
06/27/2017,1.3359,1.3496,1.2831,1.3391,56231.0
06/28/2017,1.382,1.382,1.331,1.341,5432.0
06/29/2017,1.3311,1.3619999999999999,1.307,1.3505,25111.0
06/30/2017,1.3459999999999999,1.35,1.318,1.329,21650.0
07/05/2017,1.3017,1.4080000000000001,1.3,1.4080000000000001,49284.0
07/06/2017,1.4638,1.4715,1.383,1.383,18005.0
07/07/2017,1.3849,1.4409999999999998,1.3629,1.3949,28913.0
07/10/2017,1.4185,1.4491,1.3769999999999998,1.4025,29076.0
07/11/2017,1.43,1.4609999999999999,1.3942,1.419,33078.0
07/12/2017,1.426,1.6912,1.426,1.6912,50538.0
07/13/2017,1.6422,1.6877,1.555,1.6006,68729.0
07/14/2017,1.6030000000000002,1.7373,1.5859999999999999,1.7373,51705.0
07/17/2017,1.715,1.9,1.715,1.8626,149623.0
07/18/2017,1.89,1.9187,1.0,1.85,84556.0
07/19/2017,1.87,1.8873,1.55,1.82,33371.0
07/20/2017,1.7926,1.83,1.7419,1.7419,32293.0
07/21/2017,1.75,1.95,1.73,1.7519999999999998,15220.0
07/24/2017,1.77,1.9,1.7241,1.8071,8953.0
07/25/2017,1.78,1.8766,1.78,1.81,37549.0
07/26/2017,2.05,2.05,1.8058,1.8578,26486.0
07/27/2017,1.87,1.95,1.7441,1.79,32706.0
07/28/2017,1.79,1.829,1.7733,1.8030000000000002,12914.0
07/31/2017,1.82,1.9,1.796,1.7990000000000002,15172.0
08/01/2017,1.768,1.796,1.7573,1.76,8107.0
08/02/2017,1.17,1.7652,1.17,1.715,26771.0
08/03/2017,1.69,1.72,1.67,1.68,8156.0
08/04/2017,1.6,1.6965,1.6,1.69,6133.0
08/07/2017,1.77,2.2,1.68,1.77,15013.0
08/08/2017,1.73,1.754,1.7177,1.7180000000000002,8922.0
08/09/2017,1.68,1.7274,1.68,1.7055,20557.0
08/10/2017,1.7353,1.74,1.6621,1.6861,9865.0
